sentence1,sentence2,label
注销,微粒贷能关闭吗,1
要等多久可以借钱呢？,还款后，多久才可以借款,0
什麼計算利息,微粒日利息,0
我手机里面没有借款的图标啊,我手机没有微粒贷页面,1
可以给我打电话中午,你现在可以打电话了,1
一直没有电话合适怎么办,24小时  过去了  还没来电话确认,1
又是提前还清是不是可以再借的,你好，我之前办过微粒贷，现已提前还清，现我在银行申请房贷，能否请你们给我办理结清证明,0
今天第一天借款就要还还吗,今天贷的今天要还吗,1
3以上答案都没用解决我的问题,3项问题,0
为什么不给我开放？,不能申请为什么？,1
你好，请问可以申请延期二日还款吗？因为货款未收到,你好，因为在外地，我逾期一天不好意思,0
借一笔钱还款期限最短是多久时间？,你好，这个还款时间是几天,1
我身份证后四位写错次数过多，不让输入怎么办,为什么会有身份证输入错误次数过多？,1
已经属于邀请客户，为什么点击后显示综合评估不通过，是依据什么来评估的,为什么综合评分不足，无法借钱,1
我要注销,如何注销微粒贷,1
什么时候有,为什么十三没有扣我的还款,0
什么时候会再打电话过来,不好意思，刚没注意，电话就没了。下个确认电话，什么时候打呢？,1
都是没用的，要咋打开，光闪退,小米系统基本上都是闪退,1
为什么借款出现输入资料错误次数过多呢,输入信息错误过多借不了款 是什么原因,1
如何修改银行卡还款,怎样更改还款账号,1
我为什么借款老失败啊,1：借贷失败,1
取消自动,QQ微粒贷如何关闭,1
关闭微粒贷功能,可以关闭微粒贷么,1
不支持安卓版本？,4s手机看的到吗？,1
何時會邀請我使用微粒貸 為什麼沒有微粒貸,、我微信怎么没这个功,0
.借款期限,13000分期12期,0
你好！我怎么才能升额呢,还款中如何提升额,1
申请老是失败为何,为何申请不成功,1
我的微信里面怎么没微粒贷？,微粒贷在那下载,1
审核电话时间,审核时间需要多久？,0
我想问下什么时候可以贷,还款后，多久才可以借款,0
我说我电话号码换了,修改验证码接收电话,1
不满足审批,不满足银行审批资格,1
怎样更换手机号？,原来的手机号不用了，怎么换,1
上面显示无法借钱，为什么,啥时候开通,0
额度显示有36000，实际申请时显示身份证错误次数多，无法借款,身份证带x怎么办,0
定期存款和实体银行是否一样，购买后在哪里显示有没有保障,微众银行的定期存款是和普通银行的整存整取一样没有风险的吗,1
假如1号借款，7号把欠款全部还清，利息怎么,假如我借10万，分十个月还，是怎样还法,1
什么时间开始收取利息,借款成功后从多会开始计算利息了,1
梯次帐单我看看,可以查询帐单,1
需要什么证明,昨天申请的这么没消息呢,0
为什么不能绑定招行卡了？,验证就是刚发来的，怎么还显示错误,0
1我款没收到,为什没给我扣款,0
昨天还款日，没有扣款成功,现在能扣款吗,0
为什么我不能用微粒贷,为什么我没有,1
日利率是多少啊,计息是多少,1
我从微众银行转账到农业银行卡号一天限额是多少,我的限额怎么查,0
12点多申请的微粒贷到现在都没电话征信，也没到账，不是说7*24小时吗,3000已经到账，谢谢,0
一般申请借款 多久能到？,?什么时候到钱包上,1
我想知道是什么原因借款失败,为啥我的贷款申请失败呢？,1
怎么木有滴,找不着,1
19号到期还款，明天还是否逾期,一次逾期对以后贷款有影响没,0
4 怎么记息,微粒贷的利息是多少,1
帳单,本期账单金额,1
为什么今早开始一直还款失败？卡里余额够的,为什么我还款卡状态正常，余额足够，还是还款失败，要手动微信还款,1
我昨天打过电话需要开结清证明,结清证明什么样子？,0
解绑银行卡号,我这个QQ之前绑定的别人的卡,0
为什么我登录不了，说我网络有风险,一直登录不上,1
怎么还不打电话过来？,可以延迟还款吗？,0
如何使用微粒贷,如何使用,1
一般申请后多久会来电话,一般什么时间播打电话,1
7号当天什么时候扣款,23号到期？什么时候扣款,1
不可以从微信钱包扣款吗？,你好我可以用零钱还款吗？,1
目前借款有没有优惠券？,请问哪里可以领取首次贷款免息优惠卷呀,0
一般还款日是多长时间,不管几号申请，还款日期都是1号么,1
变更电话,绑定的手机号码能不能更改,1
2天了，钱还没到，我是不是被骗了,)那我要等到什么时候才有微粒贷啊,0
如何查自己还款是否到账,如何查询到帐记录,1
为什么我没显示微粒贷,从哪里进去贷款,0
优惠信息,支持什么银行卡,0
借款没成功，失败原因是你的借款申请已撤销,借款发放失败，原申请已撤销,1
这个利息是按天算吗？,逾期的利息和罚息如何计算？,0
一般在申请借款后多久会打来电话确认,申请借款后多长时间电话回访确认,1
6点后申请什么时候来电话,一般几天会打电话给我,1
您好，我没有接到你们的电话,电话错过了,1
借款多久批下来,你这后期是多久,0
超出最高限额,限制多少,1
我的电话已改为,如果我要换手机号怎么换,1
为什么我的添加银行卡下面找不到借款呢,临时提额,0
预期罚息和利息,到期不还怎么办？,0
无法查看额度,为什么查看不了额度,1
想提前还款,我就是提前还款，完了一笔,0
忘了几号还款,当日几点前可以还款,0
为什么有微粒贷却没有额度？,为什么开通了微粒贷没有额度呢,1
为什么贷款信息收到，钱没有到？,为什么半小时没到账,1
为什么有微粒贷却没有额度？,为什么我的还不支持啊，没有额度，,1
你是什么鬼,微粒袋干什么的,0
你好，今天还款日，我银行卡里面有足够金额，但为什么还款不成功？那我需要怎么做？,不能从零钱里面之间还款嘛？,0
为什么一直是等待银行电话确认,一直在审核中，也没接到电话啊,1
剩余账单,几号出帐单,0
为什么我申请了，却没有电话通知我确认,为什么平时不给我发消息,0
借贷,请问怎么用微粒贷帐号密码来提现金,0
你们怎么什么时候才邀请我,QQ开通啦,0
一般都是还款日几点扣款？,昨天提交的，为什么今天还没借到,0
请将我的还款日期告知一下,我的贷款是月月还，还是到还款日一次性呢,0
借款没成功前，可取消借款吗,我有一笔借款正在等银行电话，怎么取消,1
你好我刚申请了贷款的，能不能帮我取消了他,取消借款如何取消,1
提前还款后还可以在贷吗？,提前还清借款后可借额度会恢复吗,0
可以帮我打份贷款还清凭证吗？,我这边需要结清证明,1
你好，为何我有微粒贷15000的信息，我每次申请时总说身份验证错误输入错误不行啊,关闭手机，重新打开，微粒贷的入口还是没有了，,0
APP下载微粒贷,1开通了微粒贷，2我说的问题没有解决,0
资金确认份额,确认份额延长,0
qq上没有微粒贷，什么时候有,在个人资料中没有微粒贷吗,1
你好！这个资金可以取出来吗？,你好。请问，在你们这里贷出的款可以转账或提取现金吗？谢谢。,0
不是会自动扣款的吗,不是自动扣款么！,1
1:没有徽粒贷能借钱,不开心！我为什么没有！我要我要我就,1
为什么总是在我开会的时候打电话给我 我接不到 现在刚开完会 能致电我吗,如何通过审核,0
为什么我没有额度？,借款额度,0
绑定的银行卡不见了怎么办,借的钱是到绑定的银行卡上嘛,0
上午打了两个电话我没接到,1:错过审核电话,1
为什么不满足审批,为什么我未满足条件,1
你们打来电话没接到,但是没联系我啊,0
为什么有图标不能开通,你们快点邀请我把,0
你好 请问我贷款700利息是多少,"你好我想问一下如果借19000,是按多长时间来还款，每个月还多少",1
/傲慢用了这么久额度都没提高,为什么用了这么久，不给提高额度,1
帮我取消2000元的微粒贷,我要关闭微粒贷功能怎么关闭,1
人行征信报告不满足审批条件什么意思,提示未满足人行征信要求，怎么条件材料满足,0
手机绑定号码更改,怎么更改手机号,1
我的卡充了钱也消费不了,微立贷,0
哪天是我的还款日,我的还款日是？,1
我消费那么多都不邀请,还是只能刷卡消费,0
我想退出开户,怎么取消开户,1
内外部综合评分,受邀了，却评分不足,0
如何转出,如何转出资金,1
不满足微粒贷要求,不满足条件不能使用吗，有其他方法吗,0
怎么进去微粒,怎么我这没微粒贷,1
借款不了，提示失败是什么意思,申请借款失败是什么意思？,1
怎么我在微信找不到贷款的选项,为什么我在微信上找不到,1
你好，为什么降低我的额度,如何提高额度，降低,0
多笔多款利息计算,多笔借款利息不同,0
今天早上的时候因为我卡里不够钱了，所以还款失败了,为啥还不了款的，卡里钱够啊,0
银行卡有没有年龄限制,怎么会有年龄限制的,1
不会使用其他银行卡进行还款,其他银行卡还款,1
很多朋友都由额度  为什么我始终没有额度,为什么我微贷没有额度不公平,1
怎么微信里没有,微粒贷在哪里,1
微粒贷邀请的客户是怎么看？,怎么成为微粒贷邀请人,1
借款合同,请问是你们的合同吗？,0
你好，我想咨询个问题,咨询下,1
怎么销户,如何关闭此功能,1
苹果手机没有吗,电脑,0
为什么我的微信没有显示微粒贷这个服,不开心！我为什么没有！我要我要我就,1
借快期限,借钱后每个月啥时间还钱,0
我想更改分期可以吗？,更改分期笔数,1
未满足审批要求,微众银行审批未通过，以后还能借钱吗？,1
申请未成功以前如何取消借款,现在申请的贷款？还没有批下来，可以取消吗,1
为什么我输入多次还是开不了户啊？,为什么我开户办不了？,1
为什么会审核未通过,为何不能通过审核？,1
建设银行,广东银行,1
提前还清了之后还能贷吗？,我想请问如果提前还款！还了什么时候才能借款,1
额度下降什么原因,降低微粒贷的信用额度,0
我的昨晚上借的是20个月''''怎么就变成了10个月,把5个月改成10个月的,0
已經還清了，你這高利貸,关于结清证明,0
qq现金贷怎么操作,具体怎么操作,1
我绑定的银行卡已经在银行更改了手机号码，发验证码时怎么还是显示以前的手机号？,你们发验证码给我发的是之前的手机号,1
什么是加分了,怎么我手机上没有？,0
借贷的钱能够提现吗,可以主动归还当期借款,0
为什么我的微粒贷说我身份证输入错误次数太多,为什么我借钱提示身份错误,1
我怎么开不了,为什么我输入多次还是开不了户啊？,1
咋我的不能用列,呵呵，什么时候才能我们才能有缘分,0
工商银行借钱,建设银行支持吗,1
QQ上有微粒贷额度，为什么微信上没有呢,从哪里借款,0
还了以后多久可以再贷,什么时候才可以借第二毛笔钱？,0
10000用一个星期利息多少,1000元，10个月利息是多少,1
工商银行,支持那个银行,1
如何具备资格,借一万元给我可以吗,0
为什么我的微信里没有微信贷功能,为什么有的微信没有微粒贷这个菜单,1
什么时候开启借款项目,借款还款了额度怎么还没有恢复,0
还款未成功,明天才还款，有问题吗？,0
只用一个月如何计息,如果我今天借款明天还如何收取利息,0
我申请的微粒贷银行还没打电话过,我以前可以用的,0
不得、不会操作、拆不了,可我不会用啊,1
都支持啥银行,农行支持吗,1
我下载了 看不到我的额度,开通不了,0
我申请过了，等待电话确认，等了一上午还没有接到通知,怎么这么久还没接到电话确认？,1
不符合借款条件,为满足审批要求,1
借款的钱打到绑定的银行卡里？,如何解除已绑定的银行卡,0
可以修改每月还款日期吗,可以更改還款日期嗎？,1
我填写借款为什么显示身份信息填写多次错误 无法借款？,你好，，我借款提交了两次，，怎么都没成功-呢,0
10000元一天多钱费用,乱扣钱？,0
可以支持哪些银行,我已经还钱了，建设银行的卡显示扣款成功，为什么你们那儿显示没有还清。？,0
1000元1天多少息,1千，一天多少息,1
10小时之前我的审批额度是5500，但我没有借款，现在怎么无法借款了,~~~我想使用微粒贷但是系统告诉我我没有满足微众银行的审批要求这是为什,0
在哪可以,:如何获得微粒贷借款资格,0
您好，早上扣款钱不在招行卡，下午立刻转进来了，为什么还没有自动扣款,当天扣费怎么没有扣,1
借款后为何收不到电话确认,借款到账，电话确认,1
为什么现在不能还款？提示系统繁忙？何时正常,什么银行不能还款？,1
借款几次都是请求失败，是什么意思,资料信息输入错误，后来输入正确，信息反馈借不了怎么办？,1
申请填写资料,如何认证身份证,0
我还款完了，需要结清凭证,需要结清的证明,1
假如我贷款五个月，我使用了一个月提前还款了，利息需要付款的多久，有违约金之类的罚款吗,主动提前还清款利息怎么算,0
微粒贷入口消失了,为什么我的微粒贷突然不见了,1
QQ上怎么换卡,2.如何修改还款银行卡,1
无法查看额度是什么回事,我看得见图标，但是看不见额度,1
怎么满足审批,是什么原因我怎么审批不过,1
我怎么还没有微粒贷 我怎么还没有微粒货呢 我怎么还没有微粒货,微信还有其它贷款方式嘛,0
多久算逾期,申请延期一次,0
为什么借款未成功,一次审核不过就次次都不过？,0
我逾期一天存钱进卡里 什么时候扣款,逾期一个月罚款多少,0
如何题升额度,如何提升额(⊙o⊙)…,1
无图标,怎么主动邀,0
微信6.2的版本没有微粒贷吗？,开通   怎么开,0
什么时候可以正常借款,23点以后可以借款吗？,0
何时我会受到微粒贷的邀请,不是邀请的就不能用？,0
一般多长时间银行回会打电话,一般会间隔多久再次致电,0
所有借款利息,我今天借款如果明天还进去是不是只算一天的利息？,0
贷出的款可以取现吗？,是否可以用来还信用卡提现的钱,0
“如何更改预留电话号码”,你们发的提醒通知我想更改手机号,1
还款了不可以再借么,还款以后不能借了,1
不达审批条件,审批不通过,1
微信微粒贷和qq钱包的有区别么？,QQ咋也有微粒贷和你们一样吗,1
为什么还了款显示还款失败,今天都10号了，为什么还不能还款,1
贷款 主页,官网是什么？,1
4185还款芯片坏了，更换了,换卡 等多久哦？,0
怎样提高信用额度,提额,1
什么时候有,3如何获得微粒贷款资格,0
你好，我的那个银行卡片坏了，今天刚换了银行卡，怎么修改呢,4924的卡丢了，换了一张卡，怎么搞,1
还款银行怎么修改,我现在想还一部分款,0
电话号码更改了，怎么借款？,预留电话变更了,1
微粒贷怎么开通,如何受邀,0
什么时候可以借到钱,什么时候可以再贷,0
为什么我的微信无法借款,何时能开通啊,0
多钱,一日几钱息,1
邮政银行卡不可以绑定的吗,问什么我绑定卡老是失败,1
今天用QQ怎么登陆不了？,也没有看到无法登录的按钮,1
我的卡换了，可以用其他的卡还钱吗？,怎么其他银行卡怎么还呢,0
支持的银行,我建行卡锁了,1
微粒贷图标没有了,没有了,1
多久可提升,多久,1
还款了不可以再借么,零钱不能还款吗,0
什么意思 审核失败？,不是这个问题，我是借款过了，没通过,0
20号早上提现，现在还没到账是什么情况,交易没到账,1
我朋友的微信点钱包进去就可以借贷我的怎么点进去没有呀,我可以看见微粒袋，进去显示无法借钱,0
不好意思，刚在忙，没带手机。抱歉,不好意思，刚刚没有拿手机,1
为什么一直是等待电话确认中,多久能知道审核是否通过,0
就是说微信钱包里面找不到你们说的,号码被盗怎么办,0
不要和我说重复的话题,不要  就说这个,1
还清证明,结清,1
今日借款何时到账,7个小时过去了，为什么迟迟不到,0
qq微粒贷从那里进入,为什么不能开放,0
以前的卡掉了。我重新换了一张,你好，可以换银行卡还款吗？,1
可否取消,不借了行不行,1
已借款……什么时候到帐,多久下,1
你们不扣咋,为什么到期了没有扣钱,1
为什么别人有微粒贷我就没有呢,为什么我没有为微粒贷,1
扣了没^_^,我本期还款了吗？,1
二十分钟前申请了微粒贷，请问是否申请成功,多会能提额,0
支付安全谁保障,上午补的资料解除挂失处理得怎么样了,0
上午反应贷款没到账，也没电话联系,借钱成功后，可否申请每个月还钱日期,0
借钱咋还,假如到时我有钱还了怎么还啊,1
你好，在哪里贷款？,从那里贷款,1
延期3天还款收取逾期利息是多少？,不是有7天的免息期吗,0
为什么每次建行有钱还款老是不成功,为什么今天扣款显示的是消费贷款交易？而且微信也没有提示还款成功？,1
如果我绑定的银行卡不能代扣怎么办了？,贷款绑定的银行卡丢失？,0
1.可以申请,2怎么办呀,0
下午两点打的电话，现在银行还没打电话来确认,下午半天也没有打电话确认啊？,1
我6月12号还款，6月12号凌晨余额不足扣款失败，6月12号17:30扣款卡余额充足，什么时间扣款,您好我今天还款怎么还没有扣啊,1
微信里没有这个借钱功能啊,为什么上面显示可借5500，点进去又不能借,0
为什么未满足要求,审批要求,1
但是我这个手机没有这个吗,为什么 我的手机不支持微粒袋？,1
怎样能满足微商审批,怎么样才能通过审批,1
解除,如何提现。,0
最近几天微信及qq都无法登陆银行啊！有其它办法登陆吗？,还是登陆不了。错误码3101,1
上一笔借款已经还清了怎么没恢复额度呀？,借了还款期多久,0
能换卡了吗,如何更改还款划扣账号？,1
三星手机有吗,R8207手机可以吗,1
怎么退订的,我想把微粒贷关掉,1
一般什么时候会打电话来,受邀要等多久,0
1:没有解决问题,3种问题,0
APP如何下载,什么时候能成为你们的用户,0
为何没有,不能存进去吗,0
记得好像有过页面，我鼓捣过，后来微粒页面又消失了,想问我还了钱，微粒贷干嘛没有了,1
不能用于购房还有证劵投资 还有呢,qq微粒贷没这个功能吗,0
不给我借钱就不要发信息过来艹,下期还款日提醒,0
预约微粒贷,我还以再贷吗？,0
我只想提高额度。,申请提升额度,1
工商银行,现在支持那些银行,1
23点45申请何时才会打电话来,a错过了两个电话，什么时候来电话,0
五点前还款失败,为什么我的贷款还不了,1
借款合同在哪里看的到,把合同我看看,1
提前还清是否可以继续借,"当天提前还清借款,当天可以再借吗",0
换卡失败,你好我那7759的卡丢了。我又从办一张直接从新卡里扣吗,0
你们额度最高就是5500吗？,你们的最高额度是一千么？,1
如何关闭微粒贷功能,帮我取消微粒贷,1
我需要还清款项的结清证明,还款结清单可有？,1
我的微粒贷还款记录怎么不见了,微粒贷自动没有了,1
你好，请问下如果超过规定时间没还贷款会增加利息吗？,收不收取服务费,0
为什么我卡有钱你们说我还款失败,上次建行还款就失败，怎样通过其他行还款?,0
微粒代在哪里的呢？,微粒带在哪里,1
为什么有5000额度怎么借款不成功,为什么我里面还有8000借不出来了,1
我想问问，提前还清借款还能再贷出来钱吗？,我怎么贷不了款,0
5如何提前還款,1000元额度5个月期还清,0
刚提交的借款申请请作废,你好   现在存1684元明天还  后天取钱行吗,0
为什么借款失败,一直说我没通过审批要求，想知道这标准是什么？,0
我的额度多少,怎样查询自己的额度,1
为什么说我的身份信息输入错误过多？,身份信息错误过多什么意思,1
最早还款日期,我需要了解还款日,1
为什么审核末通过,为什么我的审核通不过，你们这是根据什么评的,1
为什么我申请借款后一直提示等待银行电话……我这都等了10多个钟头了,怎么申请借款后没有打电话过来呢！,1
1如何借款,你好，在微粒贷款，咋贷的？？？？,1
什么时候借钱,主动还完多久才可以再次借款？,0
为满足审批要求,我想贷款，结果说，未满足微粒银行的审批要求？怎么才能满足微粒银行的审批要求,1
可以取消借款申请吗,我借款没成功还取消不了,0
为什么我的微粒贷不见了,为什么我的微粒贷突然不见了,1
能不能换其它银行卡还款,我绑定微粒贷的银行卡丢失了，如果我用别的银行卡换款的话还能再借吗？,0
可使用额度,有额度但申请不了,0
可以取出来用吗？,可不可以取现,1
就是我19号有一笔款要还，能不能延期一天呢？,帐单有延期宽限日吗,0
哪里可以得到优惠券,优惠券怎么领啊,1
借款最短期限,在里面借款5天，要不要选择分几期,0
微众金购买怎么操作,提前赎回怎么操作啊,0
查账,怎么查交易记录,1
哪些银行能开户,在国外可以申请贷款吗,0
在吗。我卡里有钱。怎么还款失败的,你好！我换了银行卡仍然不能手动还款。又失败两次了。,0
人行征信不符合微众银行审批,未满足微众银行审批,0
1000元要多少钱日息,计息是多少,1
什么时候我可以借款,借款什么时候可以到,0
申请贷款需要哪些资料？,这个如果我申请贷款的话，需要些什么证明材料？？,1
何时邀请,为什么我的还没开通,0
亲，如何降低额度,额度会不会下降,0
为什么我有金额却不能使用,10000元一个月要还多少钱,0
如何一下子还全部款项,如果不用了一次性还款怎么样还,1
什么银行卡能转到微众银行,光大银行,0
我借12000元日利息多少,1万元一天息是多少？,1
一直短信提示借款失败,为啥会借款失败 到我了没有,1
为什么我没有微立贷呀,怎么我的不支持消息格式。 进入不了 怎样才能获得微粒贷资格 哦,0
有贷款优惠券吗,还可以领优惠券吗,1
何时邀请我,微信上没有微粒贷,0
什么时候借款到账呢,老是审核不通过怎么回事,0
为什么我微粒贷说未达到要求？请问需要什么要求？,如果借贷,1
微老板怎么借钱？,老板求开通微粒贷,1
怎么样才会符合审批要求,怎么我没通过审批,1
我要取消微粒贷借款，因早急用，没接到你们致电，后然自另想办法了，不好意思,微粒贷页面不小心删了怎样回复,0
不满足要求什么意思,为什么我为满足微粒贷的审批条件呢。,1
微粒贷换银行卡,为什么我银行白户，信用卡几张，支付宝能贷款，而微信不行,0
什么时候拿到钱,一直显示审核中是为什么？,0
为什么综合评估不过，我又没拖欠,为什么突然综合评分不通过不允许借款呢？,1
提现,可以取现吗？,1
一次性还款是不是就不能再贷],为什么不可以提前还啊,0
为什么没我,QQ也没有贷,0
你好，我问下，要是明天还款，是按0.05%收利息的吧？,我如果提前还部分借款的话，计算利息的本金是否减少呢,0
为什么会审核未通过,为何提示我审核不过,1
还款卡号变更如何继续还款？,怎么还款，我账号改了,1
提前还清后可以马上借出来吗,提前还当月贷款,0
今天有众享太平90吗？,这星期有众享太平90吗,1
为什么借款两次均显示未通过。是否还可以进行,为什么微众银行不能通过？,1
请求信息非法、贷款失败。 这是为什么,借款失败,1
如果现在借还款期是什么时候？,今天是还款日，什么时候能还,0
不能从零钱里边还钱吗,你好，我能不能从微信余额中直接还款,1
人行征信必須要开,怎么满足审批要求,0
一笔提前还，多久可以继续贷,一次性还完借款，之后可以重新借出来吗？,1
还款日第二天还款算逾期吗,推迟一天还款,0
自动降额度？,我要降低额度怎么操作,0
0PP手机没微粒货怎么办,QQ上为什么有微信上没有,0
我电话号码变更了怎么操作？,电话不一致怎么修改,1
借钱后多久银行来电话,借款后为什么要电话回访,0
为什么审核不同意,一般需要多少时间审核,0
申请了，多少时候来电话,中午12点一2点打电话可以接听,0
逾期1天也收罚息吗,逾期一期一天还能银行贷款吗,0
我刚才把钱转进我的还款账号，现在不能还款了吗？,你好，我这个月的工资老板推到月底发，过了还款时间，现在没办法还款，怎么办？,0
补全身份,授权身份验证,0
万水千山总是情，给个邀请行不行,怎么一直没有邀请,0
怎么不能用零钱还款呀 3#加上零钱还款，不然用户转到零钱要还款 不能还，再往出转你还要扣钱。在还款你又要收利息。闹的用户，真很不开心。,打电话来还是微信通知的,0
900的借款，一个月不还利息是多少,借2000元分10期，每期利息多少,1
为什么我还没接到审核电话,为什么我接不到确认电话呢,1
为何没我通过评估,为何突然评估不过,1
未满足银行的审批要求 什么意思？,银行怎么审批,0
何时能要请到我,你们把我开通一下,0
为什么我的借款不成功？,为什么我的借款经常失败,1
微信怎么还款呢,您好，我能否从微信绑定其他卡里还款？,0
可以取消吗,如果取消微粒贷这个功能,1
能申请延期还款吗？,申请延迟还款,0
可以取消微粒贷款吗,现在能否取消贷款？,1
今日借款何时到账,何时会为我开通呢,0
怎么修改还款方法,怎么更改还款模式,0
利息多少,我现在把钱还清，以后还会有利息吗,0
你好！还款总是不成功问责回事,不能用微信零钱还款吗？,0
为什么微信上面有微粒贷图标，怎么QQ上面没显示了？,微信和qq是一起的么？,1
如果我借款一万，分20期还那每个月需要还多少,你们的利息好高。,0
请问我的借款失败什么原因,为什么我申请借款不成功呢？,1
昨天没有钱，今天还上行吗,不限制还款日,0
分期還款的日期可不可以更改,你好，我想调整还款日期可以吗,1
我怎么看不见额度,进入后无法查看额度,1
2天都没有收到来电,什么时候审核电话会打来,0
如何提前还款？谢谢！,如何微粒貸后，选了5个月还，如果1个月就还了，利息还是按5个月的算吗？,0
取消微粒贷如何办理,1:微粒贷的关闭,1
开通了微粒贷，为什么没有额度,可有临时额度 额度可能提高,0
有资格有额度，为什么审核未通过,为什么我都符合条件，我都能看到借款额度4千，但是最后一步借钱，不能借,1
我刚才变更电话了,电话换了怎么更改？,1
怎么要求降低额度？,关闭微粒贷重新开启，额度会减少吗?,0
微粒贷。没有,什么时候邀请我微粒贷,0
不是，怎么没有还没名额,不是我上面写得是即将开放,0
不是凌晨扣款吗，怎么还没扣款呢,17点前存进款进去了，什么时候还会再扣款,0
你好！我提交了申请，要电话确认，请问要多长时间？,电话一般是什么时候打过来,1
您好，我还完款，再次借款时为什么说我不能满足借款要求？,还款后无法再贷？？？,0
我的电话已改为,怎么更换手机号,1
不要发,好谢谢不需要,1
1000分十个月还，每个月还多少,8000分几期还,0
1000元借款期限1个月怎么算息,如何手动还分期付款,0
一般电话确认要等多久,12个小时了还没联系,0
能帮我关闭微粒贷吗？,请帮助我关闭微粒贷,1
现在怎么不能还款啊！一选就是系统维护,我现在没办法还款什么原因,1
那如果我今天借的话 什么时候还啊,查询我的还款日期,1
不好意思我钱包里面没有这个功能,为什么app也没有,1
一直短信提示借款失败,为什么一直借款失败,1
国华人寿最高限额,银行卡有没有年龄限制,0
你说还款什么还,没有还款怎么办,0
你们的核审电话什么时候打过来？,一直没有给我来电,0
你是什么鬼,如何用微信登录,0
没有找到财付通,财付通里面也找不到更改,0
取消借款申请怎么取消,怎么退,1
?开户?来不?了?怎么办,如果开户有没有机获取代款金额,0
为什么我不能使用微粒贷呢,现在可以贷吗,0
微粒贷不是每个qq都有的是吧,请问一下，一般微粒贷用户是不是QQ等级和信用高的人才有,0
为什么一直都是不符合条件,为何没我资格,1
借款能在那些地方使用,微粒贷介绍,1
更换手机号,怎么更换手机号,1
你好别人给我账号说可以用微粒贷是真的假的,银行卡可以用别人的银行卡么？,0
申请后多长时间接到确认电话,还完款 如何获得还款凭证,0
为什么我是受邀客户，却不符合审批条件,我的显示未达到微众银行的审批要求是怎么回事,1
为什么有的手机不行,不好意思哈，手机设置的有拦截,0
10000 元 利息一天多少？,你些贷款怎么贷？,0
你好，我的钱在微信零钱里，取现的话明天到账，能不能微信还款啊,不是微信钱包扣么,1
你这里可以借款？,刚刚打开QQ钱包，里面没有微粒贷,0
你好！我申请了借钱！怎么没到帐,什么时候我就可以有微粒贷了,0
帐户有余额，而扣费不成功,我卡里有钱,0
什么时候可以开通微信借款,8月20日借款是在次月的几号还款,0
借款后多长时间给打电话,借款后一般多久接到电话通知,1
请问如何关闭微粒贷呢？,如何关闭这个,1
比如我一个月还钱怎么利息怎么计算,日利率,1
账单发来,那帐单有问题找谁？,0
怎么取消申请借款,借款尚未成功，如何取消借款,0
为啥我不是微粒贷的内测客户呢,微信有微粒贷吗？,0
一个早上了，电话还没来,qq上申请了 但是电话确认迟迟收不到,1
qq上面没有微粒贷怎么办,可以借款不？,0
不好意思不要了,关闭微糕贷,0
为何降低额度,降低微粒贷的信用额度,0
不是号称闪电放款吗,您们的微粒贷到底什么时候开放啊！等了两个月足足，要去北京开放也早该开了,0
微信上没有微粒贷,怎么下载app？,0
怎么获得免息优惠卷,如何获得微粒贷免息卷,1
你好，想问能出一份结清证明给我吗？,如何开关户证明和贷款的结清证明,0
借钱后多久银行来电话,多久会收到客服电话,1
微官网,完善公司名称,0
额度怎么减少了？,提前还会降额度吗,0
借款不能用于购房,你好，贷款之后钱的用途有限制的吗？,1
2.如何更改还款银行,还款银行卡变更怎么办理,1
可以换手机号码不,手机号码已换,1
没有收到放乱,没扣款吧,0
为什么会说我那不符合呀,为什么发给我可以借钱了，可是没通过,1
为什么有些人没有额度,为什么没额度,1
10000块分20期日利息多少？,你好……借一万的日利息是多少？,1
怎样什息,收不收取服务费,0
你好，我想问一下，是不是能不能针对一笔已还清的款项开结清证明,你好 我现在买房子做贷款 银行说我在网上借的你们这个对我有影响 让我开个已经还清的证明 麻烦你们了,0
31号借款也是按照之前还款日5号还吗,从我农行卡扣不就行了,0
没有还款怎么办,你怎么还不睡觉,0
不一样的银行,我说我原来办银行卡的时候绑定的号码和现在不一样那个号码丢了现在该怎么办,0
为什么没有扣钱,假如在当天扣款，而卡上没钱扣，那会怎样？？,0
提前还清是不是利息也少付了,想提前还款,0
刚给我打了电话没接到.多久再打,你好，我没有正常扣款，请帮忙查看，我的还款日是昨天，会不会影响我的信用,0
我换微信号微粒贷没了,微粒贷端口不见了,1
我开通了还能关掉不开吗？,麻烦把我的微米关了,1
你好 我想贷款20万,你好我现在想贷点钱！,1
取消微粒贷功能,取消微粒贷账户,1
修改验证码接收电话,这个号码已经没用了,1
什么原因会造成评估不通过了，页面又有这个东西，又不让通过。,为什么老说审核未通过，,1
额度提高一次需多久,多久才能提高,1
几号可以到,多久下,1
如何还钱,怎么样还款,1
借款后多久打电话过来,申请借款后，多长时间会接到确认电话,1
结清证明有纸件吗？,一次还清,0
现在国家支持私人银行。如果这五年以内有一天不支持 或者腾讯有什么变故。我的资金安全怎么保证,平安普惠,0
您好！提前还清借款的当日，恢复了借款额度，为什么借款不成功？,为什么我额度没借完就借不出来了,1
无法进,借还是不借都没反应,0
怎么是以前的手机号码,剛才借款的短信驗證碼發到我之前的綁定手機了,0
微众卡，有单次限额？,从活期转到银行卡有没有额度限制,0
